tconst,ordering,nconst,category,job,characters,primaryName,birthYear,deathYear,averageRating,numVotes,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes
tt0004589,1,nm0643048,actor,,"[""Shotgun Jones""]",Wheeler Oakman,1890,1949,,,short,Shotgun Jones,Shotgun Jones,1914,,20
tt0004589,2,nm0567798,actor,,"[""B.T. Daly""]",Jack McDonald,1880,1941,,,short,Shotgun Jones,Shotgun Jones,1914,,20
tt0004589,3,nm0163933,actor,,"[""Thomas Lattier""]",Frank Clark,1857,1945,,,short,Shotgun Jones,Shotgun Jones,1914,,20
tt0004589,4,nm0316995,actor,,"[""Tom Lattier - the Son""]",Hoot Gibson,1892,1962,,,short,Shotgun Jones,Shotgun Jones,1914,,20
tt0004589,8,nm0264286,actress,,"[""Sally Lattier - the Daughter""]",Bessie Eyton,1890,1965,,,short,Shotgun Jones,Shotgun Jones,1914,,20
tt0004589,9,nm0350628,actor,,"[""Bretall""]",Fernando Gálvez,1876,,,,short,Shotgun Jones,Shotgun Jones,1914,,20
tt0004590,1,nm0000779,actor,,"[""Fatty""]",Roscoe 'Fatty' Arbuckle,1887,1933,,,short,Shotguns That Kick,Shotguns That Kick,1914,,
tt0004591,10,nm0332454,actor,,,Milton S. Gould,,,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004591,1,nm0759980,actor,,"[""Dr. Franklin""]",Leonid Samoloff,,,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004591,2,nm0500909,actress,,"[""Grace Roberts""]",Lea Leland,,,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004591,3,nm0499850,actress,,,Anna Lehr,1890,1974,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004591,4,nm0942610,actress,,,Mabel Wright,1880,1972,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004591,7,nm0823249,actress,,,Ordean Stark,1905,,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004591,8,nm0845946,actor,,,Robert Taber,,,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004591,9,nm0731107,actor,,,Frederic Roberts,,,,,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,,
tt0004592,1,nm0717468,actor,,"[""Tim - the Pony Express Rider""]",Wallace Reid,1891,1923,,,short,Sierra Jim's Reformation,Sierra Jim's Reformation,1914,,
tt0004592,2,nm0572964,actress,,"[""Polly - Tim's Sweetheart""]",Gertrude McLynn,,,,,short,Sierra Jim's Reformation,Sierra Jim's Reformation,1914,,
tt0004592,3,nm0909825,actor,,"[""Sierra Jim""]",Raoul Walsh,1887,1980,,,short,Sierra Jim's Reformation,Sierra Jim's Reformation,1914,,
tt0004592,4,nm0247083,actor,,"[""One of Jim's Gang""]",Eagle Eye,1877,1927,,,short,Sierra Jim's Reformation,Sierra Jim's Reformation,1914,,
tt0004592,6,nm0167144,actor,,"[""One of Jim's Gang""]",Dark Cloud,1861,1918,,,short,Sierra Jim's Reformation,Sierra Jim's Reformation,1914,,
tt0004592,7,nm0122668,actor,,"[""The Sheriff""]",Fred Burns,1878,1955,,,short,Sierra Jim's Reformation,Sierra Jim's Reformation,1914,,
tt0004593,10,nm0538081,actor,,"[""Tigellinus""]",George Majeroni,1877,1924,5.7,66,movie,The Sign of the Cross,The Sign of the Cross,1914,,70
tt0004593,1,nm0267912,actor,,"[""Marcus Superbus""]",William Farnum,1876,1953,5.7,66,movie,The Sign of the Cross,The Sign of the Cross,1914,,70
tt0004593,2,nm0377143,actress,,"[""Mercia - a Christian Maid""]",Rosina Henley,1890,1978,5.7,66,movie,The Sign of the Cross,The Sign of the Cross,1914,,70
tt0004593,3,nm0088767,actor,,"[""Nero""]",Sheridan Block,1853,1921,5.7,66,movie,The Sign of the Cross,The Sign of the Cross,1914,,70
tt0004593,4,nm0861696,actor,,"[""Favius""]",Morgan Thorpe,,,5.7,66,movie,The Sign of the Cross,The Sign of the Cross,1914,,70
tt0004593,8,nm0855979,actress,,"[""Berenice""]",Ethel Grey Terry,1882,1931,5.7,66,movie,The Sign of the Cross,The Sign of the Cross,1914,,70
tt0004593,9,nm0054067,actress,,"[""Poppaea""]",Lila Barclay,1884,1965,5.7,66,movie,The Sign of the Cross,The Sign of the Cross,1914,,70
tt0004594,10,nm0556015,actor,,,Miguel Mas,,,,,movie,El signo de la tribu,El signo de la tribu,1914,,219
tt0004594,1,nm0892836,actress,,"[""Azucena""]",Vina de Velázquez,,,,,movie,El signo de la tribu,El signo de la tribu,1914,,219
tt0004594,2,nm0898147,actress,,"[""Dora""]",Carmen Villasán,,,,,movie,El signo de la tribu,El signo de la tribu,1914,,219
tt0004594,3,nm0679170,actor,,"[""Louis de Robles""]",Gerardo Peña,,,,,movie,El signo de la tribu,El signo de la tribu,1914,,219
tt0004594,4,nm0035412,actor,,"[""Conde de Armengol""]",Emilio Armengol,,,,,movie,El signo de la tribu,El signo de la tribu,1914,,219
tt0004594,8,nm0717593,actor,,"[""Zancudo""]",José Reiguera,,,,,movie,El signo de la tribu,El signo de la tribu,1914,,219
tt0004594,9,nm0704158,actor,,"[""Garabito""]",Héctor Quintanilla,1893,1961,,,movie,El signo de la tribu,El signo de la tribu,1914,,219
tt0004595,10,nm0444428,actor,,"[""Cyril's father""]",Charles Keegan,1864,1944,,,movie,The Silence of Dean Maitland,The Silence of Dean Maitland,1914,,
tt0004595,1,nm0011004,actress,,"[""Lilian, Cyril's sister""]",Gwil Adams,,,,,movie,The Silence of Dean Maitland,The Silence of Dean Maitland,1914,,
tt0004595,2,nm0112171,actress,,"[""Alma Lee""]",Nellie Brooks,,,,,movie,The Silence of Dean Maitland,The Silence of Dean Maitland,1914,,
tt0004595,3,nm0167394,actress,,"[""Mrs. Lee""]",Ada Clyde,,,,,movie,The Silence of Dean Maitland,The Silence of Dean Maitland,1914,,
tt0004595,4,nm0328760,actor,,,Jack Goodall,,,,,movie,The Silence of Dean Maitland,The Silence of Dean Maitland,1914,,
tt0004595,9,nm0340664,actress,,"[""Marion Maitland""]",Rebe Grey,,,,,movie,The Silence of Dean Maitland,The Silence of Dean Maitland,1914,,
tt0004596,1,nm0447043,actor,,"[""Silent Sandy""]",Fred Kelsey,1884,1961,,,short,Silent Sandy,Silent Sandy,1914,,20
tt0004596,2,nm0321088,actress,,"[""Mary Jones""]",Dorothy Gish,1898,1968,,,short,Silent Sandy,Silent Sandy,1914,,20
tt0004597,1,nm0492757,actress,,"[""Flo Welton""]",Florence Lawrence,1886,1938,,,short,A Singular Cynic,A Singular Cynic,1914,,
tt0004597,2,nm0601596,actor,,"[""Frederick Stratton""]",Matt Moore,1888,1960,,,short,A Singular Cynic,A Singular Cynic,1914,,
tt0004597,3,nm0628526,actor,,,Jack Newton,,,,,short,A Singular Cynic,A Singular Cynic,1914,,
tt0004597,4,nm0115115,actor,,,John C. Brownell,1877,1961,,,short,A Singular Cynic,A Singular Cynic,1914,,
tt0004597,6,nm0642339,actor,,,William O'Neill,,,,,short,A Singular Cynic,A Singular Cynic,1914,,
tt0004598,1,nm0012238,actress,,"[""Laura Henderson""]",Sarah Adler,1858,1953,,,movie,Sins of the Parents,Sins of the Parents,1914,,
tt0004598,2,nm0234714,actor,,,Paul Doucet,1885,1928,,,movie,Sins of the Parents,Sins of the Parents,1914,,
tt0004598,3,nm0227022,actor,,,John Webb Dillion,1877,1949,,,movie,Sins of the Parents,Sins of the Parents,1914,,
tt0004598,4,nm0376574,actor,,,Ralf Henderson,,,,,movie,Sins of the Parents,Sins of the Parents,1914,,
tt0004598,7,nm0942610,actress,,,Mabel Wright,1880,1972,,,movie,Sins of the Parents,Sins of the Parents,1914,,
tt0004598,8,nm0179238,actress,,,Louise Corbin,,,,,movie,Sins of the Parents,Sins of the Parents,1914,,
tt0004599,1,nm0717468,actor,,"[""Dane Northrop""]",Wallace Reid,1891,1923,,,short,The Siren,The Siren,1914,,
tt0004599,2,nm0202590,actress,,"[""Renee""]",Dorothy Davenport,1895,1977,,,short,The Siren,The Siren,1914,,
tt0004599,3,nm0110752,actress,,"[""Renee's Mother""]",Billie Brockwell,1875,1949,,,short,The Siren,The Siren,1914,,
tt0004599,4,nm0456634,actor,,"[""Dick Northrop""]",David Kirkland,1878,1964,,,short,The Siren,The Siren,1914,,
tt0004599,5,nm0676613,actor,,,Page Peters,1889,1916,,,short,The Siren,The Siren,1914,,
tt0004599,6,nm0093420,actress,,,Lucille Bolton,,,,,short,The Siren,The Siren,1914,,
tt0004599,7,nm0937581,actor,,,William Wolbert,1883,1918,,,short,The Siren,The Siren,1914,,
tt0004600,1,nm0001273,actress,,"[""May""]",Lillian Gish,1893,1993,6.8,38,short,The Sisters,The Sisters,1914,,20
tt0004600,2,nm0321088,actress,,"[""Carol (May's younger sister)""]",Dorothy Gish,1898,1968,6.8,38,short,The Sisters,The Sisters,1914,,20
tt0004600,3,nm0166730,actor,,"[""Frank (Carol's country lover)""]",Elmer Clifton,1890,1949,6.8,38,short,The Sisters,The Sisters,1914,,20
tt0004600,4,nm0493073,actor,,"[""George (from the city)""]",W.E. Lawrence,1896,1947,6.8,38,short,The Sisters,The Sisters,1914,,20
tt0004600,7,nm0187981,actor,,,Donald Crisp,1882,1974,6.8,38,short,The Sisters,The Sisters,1914,,20
tt0004600,8,nm0189684,actress,,,Josephine Crowell,1859,1932,6.8,38,short,The Sisters,The Sisters,1914,,20
tt0004600,9,nm0227021,actor,,,John T. Dillon,1876,1937,6.8,38,short,The Sisters,The Sisters,1914,,20
tt0004602,1,nm0717468,actor,,"[""Jack - the Young Husband""]",Wallace Reid,1891,1923,,,short,The Skeleton,The Skeleton,1914,,
tt0004602,2,nm0202590,actress,,"[""Jack's Wife""]",Dorothy Davenport,1895,1977,,,short,The Skeleton,The Skeleton,1914,,
tt0004602,3,nm0242288,actor,,,Phil Dunham,1885,1972,,,short,The Skeleton,The Skeleton,1914,,
tt0004602,4,nm0937581,actor,,,William Wolbert,1883,1918,,,short,The Skeleton,The Skeleton,1914,,
tt0004603,1,nm0251622,actor,,"[""Holm""]",Egil Eide,1868,1946,,,movie,Skottet,Skottet,1914,,48
tt0004603,2,nm0253307,actor,,"[""Brandt's valet""]",Nils Elffors,1885,1925,,,movie,Skottet,Skottet,1914,,48
tt0004603,3,nm0405657,actress,,"[""Brandt's Wife""]",Lisa Håkansson-Taube,1880,1964,,,movie,Skottet,Skottet,1914,,48
tt0004603,4,nm0489296,actor,,"[""Brandt""]",William Larsson,1873,1926,,,movie,Skottet,Skottet,1914,,48
tt0004603,8,nm0622379,actress,,"[""Maid""]",Gull Natorp,1880,1962,,,movie,Skottet,Skottet,1914,,48
tt0004603,9,nm0874799,actress,,"[""Holm's Mother""]",Jenny Tschernichin-Larsson,1867,1937,,,movie,Skottet,Skottet,1914,,48
tt0004604,1,nm0000779,actor,,"[""The Heiress""]",Roscoe 'Fatty' Arbuckle,1887,1933,,,short,The Sky Pirate,The Sky Pirate,1914,,
tt0004604,2,nm0448012,actor,,"[""The Sky Pirate""]",Edgar Kennedy,1890,1948,,,short,The Sky Pirate,The Sky Pirate,1914,,
tt0004604,3,nm0244030,actress,,,Minta Durfee,1889,1975,,,short,The Sky Pirate,The Sky Pirate,1914,,
tt0004604,4,nm0003424,actor,,,Hank Mann,1887,1971,,,short,The Sky Pirate,The Sky Pirate,1914,,
tt0004604,6,nm0820607,actor,,,Al St. John,1893,1963,,,short,The Sky Pirate,The Sky Pirate,1914,,
tt0004605,10,nm0560442,actress,,"[""Bit Role""]",Martha Mattox,1879,1933,,,short,A Small Town Girl,A Small Town Girl,1915,,30
tt0004605,1,nm0124189,actress,,"[""Ruth""]",Pauline Bush,1886,1969,,,short,A Small Town Girl,A Small Town Girl,1915,,30
tt0004605,2,nm0516166,actor,,"[""The Hotel Proprietor""]",William Lloyd,1851,1928,,,short,A Small Town Girl,A Small Town Girl,1915,,30
tt0004605,3,nm0151606,actor,,"[""The Procurer""]",Lon Chaney,1883,1930,,,short,A Small Town Girl,A Small Town Girl,1915,,30
tt0004605,4,nm0744514,actor,,"[""Dick - the Hotel Clerk""]",Richard Rosson,1893,1953,,,short,A Small Town Girl,A Small Town Girl,1915,,30
tt0004605,8,nm0432216,actor,,"[""The Snob""]",Rupert Julian,1879,1943,,,short,A Small Town Girl,A Small Town Girl,1915,,30
tt0004605,9,nm0534259,actor,,"[""The Snob's Father""]",Murdock MacQuarrie,1878,1942,,,short,A Small Town Girl,A Small Town Girl,1915,,30
tt0004607,1,nm0516974,actor,,"[""Bessie's Brother""]",Harold Lockwood,1887,1918,,,short,The Smuggler's Sister,The Smuggler's Sister,1914,,
tt0004607,2,nm0264286,actress,,"[""Bessie""]",Bessie Eyton,1890,1965,,,short,The Smuggler's Sister,The Smuggler's Sister,1914,,
tt0004607,3,nm0643048,actor,,"[""The Revenue Officer""]",Wheeler Oakman,1890,1949,,,short,The Smuggler's Sister,The Smuggler's Sister,1914,,
tt0004608,1,nm0403636,actor,,"[""Jim Crompton - Head of the Smugglers""]",Paul Hurst,1888,1953,,,short,The Smugglers of Lone Isle,The Smugglers of Lone Isle,1914,,
tt0004608,2,nm0756814,actress,,"[""Nellie Crompton - Jim's Wife""]",Marin Sais,1890,1971,,,short,The Smugglers of Lone Isle,The Smugglers of Lone Isle,1914,,
tt0004608,3,nm0922396,actor,,"[""Dad Hallidy - Nellie's Father""]",William H. West,1860,1915,,,short,The Smugglers of Lone Isle,The Smugglers of Lone Isle,1914,,
tt0004608,4,nm0395023,actor,,"[""Steve - Nellie's Brother""]",James W. Horne,1881,1942,,,short,The Smugglers of Lone Isle,The Smugglers of Lone Isle,1914,,
tt0004608,6,nm0314700,actor,,"[""George Luther""]",Douglas Gerrard,1891,1950,,,short,The Smugglers of Lone Isle,The Smugglers of Lone Isle,1914,,
tt0004608,7,nm0725889,actress,,"[""Jeannette Luther - George's Wife""]",Cleo Ridgely,1893,1962,,,short,The Smugglers of Lone Isle,The Smugglers of Lone Isle,1914,,
tt0004609,1,nm0507635,actor,,"[""Smuggler""]",Ralph Lewis,1872,1937,,,short,The Smugglers of Sligo,The Smugglers of Sligo,1914,,
tt0004609,2,nm0178270,actress,,"[""The Smuggler's Daughter""]",Miriam Cooper,1891,1976,,,short,The Smugglers of Sligo,The Smugglers of Sligo,1914,,
tt0004609,3,nm0601698,actor,,"[""The Revenue Officer""]",Owen Moore,1884,1939,,,short,The Smugglers of Sligo,The Smugglers of Sligo,1914,,
tt0004609,4,nm0366008,actor,,"[""The First Mate""]",Robert Harron,1893,1920,,,short,The Smugglers of Sligo,The Smugglers of Sligo,1914,,
tt0004610,10,nm0731186,actor,,,Jack Roberts,1890,1960,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,1,nm0001908,actor,,"[""Broncho Billy""]",Gilbert M. 'Broncho Billy' Anderson,1880,1971,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,2,nm0165744,actress,,"[""Dr. Rawlins""]",Marguerite Clayton,1891,1968,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,3,nm0693055,actor,,"[""Slippery Slim""]",Victor Potel,1889,1947,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,4,nm0865178,actor,,"[""Mustang Pete""]",Harry Todd,1863,1935,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,5,nm0929619,actor,,"[""Lee Willard""]",Lee Willard,1873,1940,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,6,nm0408937,actor,,"[""Express Agent""]",Lloyd Ingraham,1874,1956,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,7,nm1411720,actor,,"[""Boy""]",Daniel P. Kelleher,1896,1958,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,8,nm0782962,actress,,"[""Harry's Wife""]",Evelyn Selbie,1871,1950,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004610,9,nm0144207,actor,,,Joe Cassidy,1862,1945,,,short,Snakeville's New Doctor,Snakeville's New Doctor,1914,,
tt0004611,1,nm0792727,actor,,"[""John Banners""]",J. Barney Sherry,1874,1944,,,short,The Social Ghost,The Social Ghost,1914,,
tt0004611,2,nm0404642,actress,,"[""Mrs. Banners""]",Leona Hutton,1892,1949,,,short,The Social Ghost,The Social Ghost,1914,,
tt0004611,3,nm0306875,actor,,"[""Tom Banners - the Son""]",Cyril Gardner,1898,1942,,,short,The Social Ghost,The Social Ghost,1914,,
tt0004611,4,nm0365121,actress,,"[""Ethel Banners - the Daughter""]",Mildred Harris,1901,1944,,,short,The Social Ghost,The Social Ghost,1914,,
tt0004611,7,nm0860449,actress,,,Margaret Thompson,1889,1969,,,short,The Social Ghost,The Social Ghost,1914,,
tt0004613,10,nm0170038,actor,,"[""The American Consul""]",Sam Coit,1872,1933,,,movie,Soldiers of Fortune,Soldiers of Fortune,1914,,60
tt0004613,1,nm0267914,actor,,"[""Robert Clay""]",Dustin Farnum,1874,1929,,,movie,Soldiers of Fortune,Soldiers of Fortune,1914,,60
tt0004613,2,nm0820821,actor,,"[""Pres. Alvarez""]",John St. Polis,1873,1946,,,movie,Soldiers of Fortune,Soldiers of Fortune,1914,,60
tt0004613,3,nm0695466,actor,,"[""Reginald King""]",Jack Pratt,1878,1938,,,movie,Soldiers of Fortune,Soldiers of Fortune,1914,,60
tt0004613,4,nm0823225,actor,,"[""Mac Williams""]",Leighton Stark,1875,1924,,,movie,Soldiers of Fortune,Soldiers of Fortune,1914,,60
tt0004613,8,nm0830335,actor,,"[""Capt. Stuart""]",George Stillwell,1883,1930,,,movie,Soldiers of Fortune,Soldiers of Fortune,1914,,60
tt0004613,9,nm0174720,actor,,"[""Gen. Mendoza""]",William Conklin,1872,1935,,,movie,Soldiers of Fortune,Soldiers of Fortune,1914,,60
tt0004614,1,nm0614879,actor,,"[""Lieutenant""]",Charles Murray,1872,1941,,,short,Soldiers of Misfortune,Soldiers of Misfortune,1914,,
tt0004614,2,nm0153713,actor,,,Charley Chase,1893,1940,,,short,Soldiers of Misfortune,Soldiers of Misfortune,1914,,
tt0004614,3,nm0820607,actor,,,Al St. John,1893,1963,,,short,Soldiers of Misfortune,Soldiers of Misfortune,1914,,
tt0004614,4,nm0838843,actor,,,Slim Summerville,1892,1946,,,short,Soldiers of Misfortune,Soldiers of Misfortune,1914,,
tt0004615,1,nm0148546,actor,,,Domènec Ceret,1865,1922,,,movie,Un solo corazón o Los muertos viven,Un solo corazón o Los muertos viven,1914,,
tt0004615,2,nm0246445,actor,,,Fernando Díaz de Mendoza,1862,1930,,,movie,Un solo corazón o Los muertos viven,Un solo corazón o Los muertos viven,1914,,
tt0004615,3,nm0346225,actress,,,María Guerrero,1867,1928,,,movie,Un solo corazón o Los muertos viven,Un solo corazón o Los muertos viven,1914,,
tt0004615,4,nm0541366,actor,,,Guillermo Mancha,,,,,movie,Un solo corazón o Los muertos viven,Un solo corazón o Los muertos viven,1914,,
tt0004615,9,nm0664196,actress,,,Lola París,,,,,movie,Un solo corazón o Los muertos viven,Un solo corazón o Los muertos viven,1914,,
tt0004616,1,nm0925310,actress,,,Pearl White,1889,1938,,,short,Some Collectors,Some Collectors,1914,,
tt0004616,2,nm0055865,actor,,,Chester Barnett,1884,1947,,,short,Some Collectors,Some Collectors,1914,,
tt0004617,1,nm0099479,actor,,"[""Solomon - the Composer""]",Edward Boulden,1879,1937,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004617,2,nm0065038,actor,,"[""Mr. Best - the Music Publisher""]",William Bechtel,1867,1930,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004617,3,nm0190200,actress,,"[""Trixie - the Star""]",Sally Crute,1886,1971,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004617,4,nm0588295,actress,,"[""Trixie's Maid""]",Elizabeth Miller,,,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004617,6,nm0640311,actor,,"[""Gallagher - the Actor""]",Edward O'Connor,1862,1932,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004617,7,nm0264279,actor,,"[""The Pawnbroker""]",Harry B. Eytinge,1862,1928,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004617,8,nm0513167,actor,,"[""The Doorman""]",Harry Linson,1839,1926,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004617,9,nm0624752,actor,,"[""A Composer""]",Richard Neill,1875,1970,,,short,The Song of Solomon,The Song of Solomon,1914,,
tt0004618,1,nm0603875,actor,,"[""Mario Amato - the Composer""]",Antonio Moreno,1887,1967,,,short,The Song of the Ghetto,The Song of the Ghetto,1914,,
tt0004618,2,nm0083248,actress,,"[""Rosa Braganzi""]",Carolyn Birch,,,,,short,The Song of the Ghetto,The Song of the Ghetto,1914,,
tt0004618,3,nm0401967,actor,,"[""Ernesto Calucci - the Tenor""]",William Humphrey,1863,1942,,,short,The Song of the Ghetto,The Song of the Ghetto,1914,,
tt0004618,4,nm0421431,actress,,"[""Yvette Daubigne""]",Eulalie Jensen,1884,1952,,,short,The Song of the Ghetto,The Song of the Ghetto,1914,,
tt0004619,1,nm0923990,actor,,"[""Gordon West""]",Charles Wheelock,1874,1948,,,short,The Soul Mate,The Soul Mate,1914,,
tt0004619,2,nm0298854,actor,,"[""Dan Maguire""]",Barney Furey,1882,1938,,,short,The Soul Mate,The Soul Mate,1914,,
tt0004619,3,nm0756577,actress,,"[""Sally Brent""]",Pauline Sain,,,,,short,The Soul Mate,The Soul Mate,1914,,
tt0004619,4,nm0571186,actor,,,Lafe McKee,1872,1959,,,short,The Soul Mate,The Soul Mate,1914,,
tt0004620,1,nm0507635,actor,,"[""Old Colonel Potter - the Father""]",Ralph Lewis,1872,1937,,,short,The Soul of Honor,The Soul of Honor,1914,,
tt0004620,2,nm0910400,actor,,"[""Dick Potter - the Son""]",Henry B. Walthall,1878,1936,,,short,The Soul of Honor,The Soul of Honor,1914,,
tt0004620,3,nm0842239,actress,,"[""Nancy Potter - the Son's Wife""]",Blanche Sweet,1896,1986,,,short,The Soul of Honor,The Soul of Honor,1914,,
tt0004620,4,nm0456804,actor,,,James Kirkwood,1875,1963,,,short,The Soul of Honor,The Soul of Honor,1914,,
tt0004620,6,nm0187981,actor,,,Donald Crisp,1882,1974,,,short,The Soul of Honor,The Soul of Honor,1914,,
tt0004621,1,nm0728230,actress,,"[""Violet Morne""]",Elisabeth Risdon,1888,1958,,,short,The Sound of Her Voice,The Sound of Her Voice,1914,,
tt0004621,2,nm0104197,actor,,"[""Henry Morne""]",A.V. Bramble,1884,1963,,,short,The Sound of Her Voice,The Sound of Her Voice,1914,,
tt0004622,1,nm0000859,actor,,"[""Richard Blunt""]",Lionel Barrymore,1878,1954,,,movie,The Span of Life,The Span of Life,1914,,
tt0004622,2,nm0944028,actress,,"[""Kate Heathcote""]",Gladys Wynne,1889,1964,,,movie,The Span of Life,The Span of Life,1914,,
tt0004622,3,nm0150389,actor,,"[""Dunstan Leech""]",Lyster Chambers,1875,1947,,,movie,The Span of Life,The Span of Life,1914,,
tt0004622,4,nm0157484,actor,,"[""Cecil Leech""]",Ogden Childe,,,,,movie,The Span of Life,The Span of Life,1914,,
tt0004623,1,nm0717468,actor,,,Wallace Reid,1891,1923,,,short,The Spark of Manhood,The Spark of Manhood,1913,,
tt0004623,2,nm0202590,actress,,,Dorothy Davenport,1895,1977,,,short,The Spark of Manhood,The Spark of Manhood,1913,,
tt0004624,1,nm0124279,actor,,"[""Frank Graham""]",Francis X. Bushman,1883,1966,,,short,Sparks of Fate,Sparks of Fate,1914,,
tt0004624,2,nm0832267,actress,,"[""May Donald""]",Ruth Stonehouse,1892,1941,,,short,Sparks of Fate,Sparks of Fate,1914,,
tt0004624,3,nm0913341,actor,,"[""Wilbur Burns""]",Bryant Washburn,1889,1963,,,short,Sparks of Fate,Sparks of Fate,1914,,
tt0004624,4,nm0063138,actress,,,Beverly Bayne,1893,1982,,,short,Sparks of Fate,Sparks of Fate,1914,,
tt0004625,1,nm0916665,actress,,"[""Madame DuBarr""]",Lois Weber,1879,1939,,,short,The Spider and Her Web,The Spider and Her Web,1914,,
tt0004625,2,nm0806565,actor,,,Phillips Smalley,1875,1939,,,short,The Spider and Her Web,The Spider and Her Web,1914,,
tt0004625,3,nm0717468,actor,,,Wallace Reid,1891,1923,,,short,The Spider and Her Web,The Spider and Her Web,1914,,
tt0004625,4,nm0202590,actress,,,Dorothy Davenport,1895,1977,,,short,The Spider and Her Web,The Spider and Her Web,1914,,
tt0004625,5,nm0432216,actor,,,Rupert Julian,1879,1943,,,short,The Spider and Her Web,The Spider and Her Web,1914,,
tt0004625,6,nm0937581,actor,,,William Wolbert,1883,1918,,,short,The Spider and Her Web,The Spider and Her Web,1914,,
tt0004626,1,nm0627617,actor,,"[""James Morgan""]",Frank Newburg,1886,1969,,,movie,The Spirit of the Conqueror,The Spirit of the Conqueror,1914,,
tt0004627,1,nm0533158,actor,,"[""Stephen Ford""]",Edward MacKay,1874,1948,,,movie,The Spirit of the Poppy,The Spirit of the Poppy,1914,,
tt0004627,2,nm0524717,actress,,"[""Helene Ford""]",Edith Luckett,1888,1987,,,movie,The Spirit of the Poppy,The Spirit of the Poppy,1914,,
tt0004627,3,nm0741246,actress,,"[""Blanche""]",Anna Rose,,,,,movie,The Spirit of the Poppy,The Spirit of the Poppy,1914,,
tt0004627,4,nm0242800,actor,,"[""Jack Murray""]",William R. Dunn,1888,1946,,,movie,The Spirit of the Poppy,The Spirit of the Poppy,1914,,
tt0004627,7,nm0241758,actor,,"[""Jules De Fonde""]",Nicholas Dunaew,1884,1963,,,movie,The Spirit of the Poppy,The Spirit of the Poppy,1914,,
tt0004627,8,nm0337801,actress,,"[""Celeste""]",Dorothy Green,1892,1963,,,movie,The Spirit of the Poppy,The Spirit of the Poppy,1914,,
tt0004628,10,nm0197727,actress,,"[""Cousin Polly""]",June Dale,,,,,movie,The Spitfire,The Spitfire,1914,,
tt0004628,1,nm0085877,actor,,"[""Bruce Morson""]",Carlyle Blackwell,1884,1955,,,movie,The Spitfire,The Spitfire,1914,,
tt0004628,2,nm0581499,actress,,"[""Valda Girard""]",Violet Mersereau,1892,1975,,,movie,The Spitfire,The Spitfire,1914,,
tt0004628,3,nm0011151,actor,,"[""James Ormond""]",Lionel Adams,1866,1952,,,movie,The Spitfire,The Spitfire,1914,,
tt0004628,4,nm0191951,actor,,"[""Tracy""]",Robert Cummings,1865,1949,,,movie,The Spitfire,The Spitfire,1914,,
tt0004628,8,nm0242800,actor,,"[""Beasley""]",William R. Dunn,1888,1946,,,movie,The Spitfire,The Spitfire,1914,,
tt0004628,9,nm0164957,actor,,"[""Marcus Girard""]",Redfield Clarke,,1928,,,movie,The Spitfire,The Spitfire,1914,,
tt0004629,1,nm0124279,actor,,"[""Frank Sergeant""]",Francis X. Bushman,1883,1966,,,short,A Splendid Dishonor,A Splendid Dishonor,1914,,
tt0004629,2,nm0832267,actress,,"[""Julia""]",Ruth Stonehouse,1892,1941,,,short,A Splendid Dishonor,A Splendid Dishonor,1914,,
tt0004629,3,nm0913341,actor,,"[""Hugh Annersley""]",Bryant Washburn,1889,1963,,,short,A Splendid Dishonor,A Splendid Dishonor,1914,,
tt0004629,4,nm0192110,actor,,"[""Dr. Appledane""]",Lester Cuneo,1888,1925,,,short,A Splendid Dishonor,A Splendid Dishonor,1914,,
tt0004629,6,nm0181958,actor,,"[""Detective Havers""]",John Cossar,1858,1935,,,short,A Splendid Dishonor,A Splendid Dishonor,1914,,
